equipo,jugador,position,minutos,partidos,titularidades,goles,asistencias,pases_totales,recuperaciones,duelos_ganados,entradas_ganadas,intercepciones,indice_ofensivo,indice_progresion,indice_defensivo,indice_total_jugador,rol_tactico,lectura_dashboard
Girona,P. Ba,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"P. Ba (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,Pol Arnau,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pol Arnau (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Y. Tallal,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Y. Tallal (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Alberto Risco,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Alberto Risco (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Adrián Riquelme,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Adrián Riquelme (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Jorge Benito,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Jorge Benito (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Diego Ferrer,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Diego Ferrer (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Lucas Laso,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Lucas Laso (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,J. Letáček,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"J. Letáček (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Pablo Ramón,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pablo Ramón (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,A. Timera,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"A. Timera (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Pol Tristán,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pol Tristán (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,M. Aleksandrov,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"M. Aleksandrov (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,H. Traoré,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"H. Traoré (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Edu Altozano,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Edu Altozano (Sevilla) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Real sociedad,Iñaki Rupérez,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Iñaki Rupérez (Real sociedad) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,P. González,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"P. González (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Marc Vilaplana,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Marc Vilaplana (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Getafe,Alberto Cordero,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Alberto Cordero (Getafe) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Roger Hinojo,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Roger Hinojo (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Javi Hernández,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Javi Hernández (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Nico Salvador,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Nico Salvador (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,José Ángel,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"José Ángel (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,B. Sina,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"B. Sina (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Rafel Bauzà,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Rafel Bauzà (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Álex Costa,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Álex Costa (Sevilla) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Llorenç Serred,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Llorenç Serred (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,L. Luchino,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"L. Luchino (Sevilla) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Pablo Belda,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pablo Belda (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Alex Herráiz,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Alex Herráiz (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Alejandro Iturbe,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Alejandro Iturbe (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Antonio Martínez,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Antonio Martínez (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,A. Niculăesei,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"A. Niculăesei (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,Piri,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Piri (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Alberto Flores,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Alberto Flores (Sevilla) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Elche,David Delgado,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"David Delgado (Elche) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Marcos González,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Marcos González (Celta) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Pablo Meixús,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pablo Meixús (Celta) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Óscar Marcos,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Óscar Marcos (Celta) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Iván Villar,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Iván Villar (Celta) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,F. Cervi,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"F. Cervi (Celta) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Hugo González,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Hugo González (Celta) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Marc Vidal,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Marc Vidal (Celta) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,M. Mensah,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"M. Mensah (Betis) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Carlos de Roa,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Carlos de Roa (Betis) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Celta,Ángel Arcos,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Ángel Arcos (Celta) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Iker Ortín,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Iker Ortín (Sevilla) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Ferrán Gómez,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Ferrán Gómez (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Espanyol,Ángel Fortuño,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Ángel Fortuño (Espanyol) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,Rubén Blanco,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Rubén Blanco (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Girona,A. Andreev,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"A. Andreev (Girona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,José Antonio Morante,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"José Antonio Morante (Betis) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Manu González,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Manu González (Betis) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Germán García,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Germán García (Betis) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Sevilla,Rafa Romero,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Rafa Romero (Sevilla) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,D. Bladi,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"D. Bladi (Betis) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Guille Fernández,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Guille Fernández (Barcelona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Adrián,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Adrián (Betis) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Betis,Rodri Marina,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Rodri Marina (Betis) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,D. Kochen,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"D. Kochen (Barcelona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Vicent Abril,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Vicent Abril (Valencia) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Aimar Blázquez,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Aimar Blázquez (Valencia) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Alex Panach,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Alex Panach (Valencia) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Mario Domínguez,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Mario Domínguez (Valencia) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Joel Fontanet,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Joel Fontanet (Valencia) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Juan Hernández,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Juan Hernández (Barcelona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Dani Rodríguez,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Dani Rodríguez (Barcelona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Barcelona,Álvaro Cortés,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Álvaro Cortés (Barcelona) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,Dani Martínez,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Dani Martínez (Atletico Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,Álvaro Moreno,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Álvaro Moreno (Atletico Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,A. Puric,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"A. Puric (Atletico Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Atletico Madrid,Javi Serrano,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Javi Serrano (Atletico Madrid) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Pere García,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Pere García (Valencia) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
Valencia,Marc Jurado,Forward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rotación / impacto bajo,"Marc Jurado (Valencia) aparece como rotación / impacto bajo, con índice total 0.00. Su perfil permite valorar impacto individual dentro del modelo colectivo."
